OBST ID;TYPE;COORD;LAT;LONG;HGT AGL (FT);ELEV MSL (FT);LGT COLOR;LGT TYPE;LGT INTST;LGT HR;MARKINGS;Area of coverage;Identification of the data originator;Data source identifier;Horizontal accuracy (m);Horizontal confidence level (%);Horizontal resolution (m);Horizontal extent;Horizontal reference system;Vertical accuracy (m);Vertical confidence level (%);Vertical resolution (m);Vertical reference system;Geometry type;Unit of measurement;Integrity;Date and time stamp
EFINOB 42486;Wind turbine;623122.784N 211741.344E;62.5229955555556;21.2948177777778;755;823;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42487;Wind turbine;623110.003N 211830.919E;62.5194452777778;21.3085886111111;755;840;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42488;Wind turbine;623048.079N 211758.796E;62.5133552777778;21.2996655555556;755;840;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42489;Wind turbine;623129.981N 211825.763E;62.5249947222222;21.3071563888889;755;834;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42490;Wind turbine;623150.019N 211823.68E;62.5305608333333;21.3065777777778;755;837;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42491;Wind turbine;623209.155N 211818.542E;62.5358763888889;21.3051505555556;755;843;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42492;Wind turbine;623134.198N 211707.52E;62.5261661111111;21.2854222222222;755;826;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42493;Wind turbine;623117.78N 211616.532E;62.5216055555556;21.2712588888889;755;824;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42494;Wind turbine;623157.548N 211731.656E;62.5326522222222;21.2921266666667;755;822;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42495;Wind turbine;623202.102N 211647.843E;62.5339172222222;21.2799563888889;755;827;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42496;Wind turbine;623138.176N 211533.532E;62.5272711111111;21.2593144444444;755;839;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42497;Wind turbine;623122.856N 211504.546E;62.52301543747;21.2512627667111;755;811;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42498;Wind turbine;623105.941N 211524.326E;62.5183169444444;21.2567572222222;755;835;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42499;Wind turbine;623143.511N 211614.171E;62.5287530555556;21.2706030555556;755;833;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42500;Wind turbine;623200.224N 211542.464E;62.5333955555556;21.2617955555556;755;839;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42501;Wind turbine;623220.519N 211635.456E;62.5390330555556;21.2765155555556;755;850;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42502;Wind turbine;623223.759N 211603.114E;62.5399330555556;21.2675316666667;755;858;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.3.2020 0.00.00 +00:00
EFINOB 42503;Wind turbine;622351.047N 212516.798E;62.3975130555556;21.4213327777778;821;927;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42504;Wind turbine;622416.576N 212519.927E;62.4046044444444;21.4222019444444;821;932;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42505;Wind turbine;622345.506N 212544.226E;62.3959738888889;21.4289516666667;821;936;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42506;Wind turbine;622323.256N 212506.552E;62.3897933333333;21.4184866666667;821;911;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42507;Wind turbine;622309.457N 212533.278E;62.3859602777778;21.4259105555556;821;949;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42508;Wind turbine;622310.534N 212613.075E;62.3862594444444;21.4369652777778;821;972;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42511;Wind turbine;622319.364N 212713.423E;62.3887122222222;21.4537286111111;821;1009;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42512;Wind turbine;622257.513N 212634.201E;62.3826425;21.4428336111111;821;991;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42513;Wind turbine;622246.084N 212533.793E;62.37946778;21.42605361;821;977;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42514;Wind turbine;622247.371N 212809.947E;62.37982528;21.46942972;821;1011;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42516;Wind turbine;622217.706N 212757.288E;62.371585;21.46591333;821;1021;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42517;Wind turbine;622156.375N 212721.261E;62.36565972;21.45590583;821;1036;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42518;Wind turbine;622136.317N 212617.255E;62.36008806;21.43812639;821;1001;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42519;Wind turbine;622204.073N 212610.495E;62.36779806;21.43624861;821;1001;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42520;Wind turbine;622207.989N 212650.02E;62.36888583;21.44722778;821;1027;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42521;Wind turbine;622343.097N 212730.876E;62.3953047222222;21.4585766666667;821;1022;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42522;Wind turbine;622408.163N 212636.226E;62.4022675;21.4433961111111;821;963;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42523;Wind turbine;622439.52N 212553.161E;62.4109777777778;21.4314336111111;821;986;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42524;Wind turbine;622431.291N 212624.732E;62.4086919444444;21.4402033333333;821;1000;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42525;Wind turbine;622449.094N 212659.148E;62.4136372222222;21.4497633333333;821;1013;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42526;Wind turbine;622503.763N 212743.589E;62.4177119444444;21.4621080555556;821;1006;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42527;Wind turbine;622509.78N 212828.943E;62.4193833333333;21.4747063888889;821;988;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42528;Wind turbine;622515.01N 212908.437E;62.4208361111111;21.4856769444444;821;985;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42529;Wind turbine;622506.121N 212944.106E;62.4183669444444;21.495585;821;1014;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42530;Wind turbine;622412.767N 212754.222E;62.4035463888889;21.4650616666667;821;988;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42532;Wind turbine;622440.252N 212801.777E;62.4111811111111;21.4671602777778;821;1003;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42533;Wind turbine;622449.786N 212853.319E;62.4138294444444;21.4814775;821;1000;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42534;Wind turbine;622442.166N 212946.282E;62.4117127777778;21.4961894444444;821;1047;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42535;Wind turbine;622510.856N 213022.714E;62.4196822222222;21.5063094444444;821;1034;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42536;Wind turbine;622502.259N 213133.886E;62.4172941666667;21.5260794444444;821;1034;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42537;Wind turbine;622430.378N 213102.633E;62.4084383333333;21.5173980555556;821;1047;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42538;Wind turbine;622429.722N 213009.948E;62.4082561111111;21.5027633333333;821;1047;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42539;Wind turbine;622404.969N 213032.865E;62.4013802777778;21.5091291666667;821;1083;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42540;Wind turbine;622401.811N 212949.101E;62.4005030555556;21.4969725;821;1042;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42541;Wind turbine;622335.25N 212932.903E;62.393125;21.4924730555556;821;1031;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42542;Wind turbine;622329.094N 213006.429E;62.391415;21.5017858333333;821;1047;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42543;Wind turbine;622300.887N 212933.226E;62.3835797222222;21.4925627777778;821;1027;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.3.2023 0.00.00 +00:00
EFINOB 42565;Mast;624028.124N 221052.455E;62.6744788888889;22.1812375;394;862;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.10.2018 0.00.00 +00:00
EFINOB 42566;Mast;623701.943N 220635.419E;62.6172063888889;22.1098386111111;394;927;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.10.2018 0.00.00 +00:00
EFINOB 42583;Wind turbine;642740.87N 243632.77E;64.4613527777778;24.6091027777778;788;1026;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;29.4.2020 0.00.00 +00:00
EFINOB 42584;Wind turbine;642732.05N 243546.9E;64.4589027777778;24.5963611111111;788;1023;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;29.4.2020 0.00.00 +00:00
EFINOB 42585;Wind turbine;642602.99N 243956.69E;64.4341638888889;24.6657472222222;788;1085;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;29.4.2020 0.00.00 +00:00
EFINOB 42596;Wind turbine;643922.576N 281303.289E;64.6562711111111;28.2175802777778;716;1845;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.2.2023 0.00.00 +00:00
EFINOB 42597;Wind turbine;643917.249N 281357.4E;64.6547913888889;28.2326111111111;716;1921;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.2.2023 0.00.00 +00:00
EFINOB 42598;Wind turbine;643901.582N 281408.673E;64.6504394444444;28.2357425;716;1969;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.2.2023 0.00.00 +00:00
EFINOB 42599;Wind turbine;643853.974N 281425.962E;64.6483261111111;28.240545;716;1925;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.2.2023 0.00.00 +00:00
EFINOB 42600;Wind turbine;643841.001N 281443.455E;64.6447225;28.2454041666667;716;1847;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.2.2023 0.00.00 +00:00
EFINOB 42601;Wind turbine;643823.601N 281523.794E;64.6398891666667;28.2566094444444;716;1751;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;9.2.2023 0.00.00 +00:00
EFINOB 42701;Wind turbine;624916.546N 213246.933E;62.8212627777778;21.5463702777778;657;747;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.1.2019 0.00.00 +00:00
EFINOB 42789;Mast;661527.394N 273126.785E;66.2576094444444;27.5241069444444;397;1464;R;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;16.10.2018 0.00.00 +00:00
EFINOB 42801;Wind turbine;630659.746N 215956.906E;63.1165961111111;21.9991405555556;788;860;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42802;Wind turbine;630654.992N 215915.889E;63.1152755555556;21.9877469444444;788;876;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42803;Wind turbine;630626.993N 215847.049E;63.1074980555556;21.9797358333333;788;870;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42804;Wind turbine;630608.099N 215935.065E;63.1022497222222;21.9930736111111;788;873;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42805;Wind turbine;630705.494N 215848.755E;63.1181927777778;21.9802097222222;788;870;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42806;Wind turbine;630722.788N 215841.47E;63.1229966666667;21.9781861111111;788;857;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42807;Wind turbine;630730.409N 215758.942E;63.1251136111111;21.9663727777778;788;847;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42808;Wind turbine;630749.671N 215748.729E;63.1304641666667;21.9635358333333;788;860;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42809;Wind turbine;630704.387N 215751.156E;63.1178852777778;21.96421;788;883;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42810;Wind turbine;630626.993N 215755.999E;63.1074980555556;21.9655552777778;788;870;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42811;Wind turbine;630637.136N 215725.28E;63.1103155555556;21.9570222222222;788;834;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42812;Wind turbine;630651.021N 215707.777E;63.1141725;21.9521602777778;788;840;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42813;Wind turbine;630724.408N 215646.872E;63.1234466666667;21.9463533333333;788;847;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42814;Wind turbine;630742.577N 215637.838E;63.1284936111111;21.9438438888889;788;840;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42815;Wind turbine;630659.226N 215620.075E;63.1164516666667;21.9389097222222;788;840;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;23.2.2022 0.00.00 +00:00
EFINOB 42839;Wind turbine;631710.305N 222739.549E;63.2861958333333;22.4609858333333;722;827;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.5.2020 0.00.00 +00:00
EFINOB 42840;Wind turbine;631730.067N 222712.7E;63.2916852777778;22.4535277777778;729;840;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.5.2020 0.00.00 +00:00
EFINOB 42841;Wind turbine;631733.706N 222805.855E;63.2926961111111;22.4682930555556;729;834;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.5.2020 0.00.00 +00:00
EFINOB 42842;Wind turbine;631749.367N 222719.51E;63.2970463888889;22.4554194444444;729;814;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.5.2020 0.00.00 +00:00
EFINOB 42843;Wind turbine;631752.942N 222810.166E;63.2980394444444;22.4694905555556;716;827;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.5.2020 0.00.00 +00:00
EFINOB 42844;Wind turbine;631810.611N 222745.656E;63.3029475;22.4626822222222;729;831;R;F;NIL;HO;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.5.2020 0.00.00 +00:00
EFINOB 42845;Wind turbine;631824.828N 222728.591E;63.3068966666667;22.4579419444444;729;814;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;11.5.2020 0.00.00 +00:00
EFINOB 43125;Building;675451.448N 252322.352E;67.9142911111111;25.3895422222222;345;1025;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.12.2018 0.00.00 +00:00
EFINOB 43171;Mast;620154.658N 243153.25E;62.0318494444444;24.5314583333333;430;864;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;7.11.2018 0.00.00 +00:00
EFINOB 43256;Wind turbine;643417.731N 244823.368E;64.5715919444444;24.8064911111111;755;1057;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.2.2021 0.00.00 +00:00
EFINOB 43257;Wind turbine;643417.602N 244726.203E;64.5715561111111;24.7906119444444;755;1062;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.2.2021 0.00.00 +00:00
EFINOB 43258;Wind turbine;643424.557N 244635.159E;64.5734880555556;24.7764330555556;755;1042;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.2.2021 0.00.00 +00:00
EFINOB 43259;Wind turbine;643436.473N 244622.058E;64.5767980555556;24.7727938888889;755;1036;W;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;6.6.2022 0.00.00 +00:00
EFINOB 43261;Wind turbine;643442.384N 244742.4E;64.57844;24.7951111111111;755;1048;R;F;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.2.2021 0.00.00 +00:00
